team,year,league,pca1,pca2,pca3,pca4,Over 500,Champion,Playoffs,Playoff Win,Final 2
PHO,1997,N,1.429487702,0.964828131,0.670705622,0.357419315,1,0,1,0,0
POR,1997,N,1.389839851,1.231095875,-0.848486574,1.041555791,1,0,1,0,0
SAC,1997,N,1.150426063,1.051574637,0.283465366,0.476163811,0,0,0,0,0
SAS,1997,N,2.428292156,1.321390575,0.421068906,1.207801952,1,0,1,1,0
SEA,1997,N,1.701243004,0.993417626,0.082620365,0.649276265,1,0,1,1,0
TOR,1997,N,-0.279490549,1.85366196,0.223834945,1.011940754,0,0,0,0,0
UTA,1997,N,0.731427449,0.109316423,-2.271984841,1.877365339,1,0,1,1,1
VAN,1997,N,0.256664086,0.926606339,-0.285482912,0.951325656,0,0,0,0,0
WAS,1997,N,1.161663391,0.547079058,-0.241214502,0.350568238,1,0,0,0,0
ATL,1998,N,14.9519177,3.341107879,-0.174639423,-1.281327836,1,0,1,1,0
BOS,1998,N,13.50955352,3.416446113,-0.675672741,-2.613524681,0,0,0,0,0
CHA,1998,N,13.74040387,3.112980373,-0.570691194,-1.573070792,1,0,0,0,0
CHI,1998,N,14.52729099,3.430383745,-0.491181489,-2.130790508,0,0,0,0,0
CLE,1998,N,14.3764906,3.229663133,-1.465729719,-1.683920579,0,0,0,0,0
DAL,1998,N,14.25161442,3.091853929,0.312987831,-1.635961353,0,0,0,0,0
DEN,1998,N,13.57460987,2.923179366,-0.604327877,-1.444449531,0,0,0,0,0
DET,1998,N,14.52370377,3.242140615,-0.938787407,-1.839950398,1,0,1,0,0
GSW,1998,N,13.48644991,3.318327648,-0.980007897,-2.216500266,0,0,0,0,0
HOU,1998,N,14.54527462,3.330904422,0.719452627,-1.604513886,1,0,1,0,0
IND,1998,N,14.56060996,2.707341663,-0.35072473,-1.659504499,1,0,1,1,0
LAC,1998,N,13.75771352,3.25767269,-1.1251576,-2.116711747,0,0,0,0,0
LAL,1998,N,13.11331065,2.565072526,-1.198086972,-1.480248987,1,0,1,1,0
MIA,1998,N,15.19736449,3.214627942,-0.232791136,-1.549967291,1,0,1,0,0
MIL,1998,N,14.54453493,3.141904973,-0.808171754,-2.12130495,1,0,1,0,0
MIN,1998,N,13.51921014,3.038657927,-0.575260817,-2.080045294,0,0,1,0,0
NJN,1998,N,13.58404193,3.592269577,-0.435288234,-1.629594182,0,0,0,0,0
NYK,1998,N,14.70859379,3.481484909,-0.773431725,-1.869350617,1,0,1,1,1
ORL,1998,N,14.51164365,3.761517602,0.703640862,-1.782418412,1,0,1,0,0
PHI,1998,N,13.62268504,3.720741908,-0.988590118,-1.404514728,1,0,1,1,0
PHO,1998,N,14.124244,2.967131732,0.189868742,-1.720007404,1,0,1,0,0
POR,1998,N,13.83734139,3.266404324,-0.398314524,-1.457852161,1,0,1,1,0
SAC,1998,N,12.85059477,3.159172751,1.261821532,-1.782668856,1,0,1,0,0
SAS,1998,N,13.96834027,3.529342431,0.265519422,-1.299841607,1,1,1,1,1
SEA,1998,N,13.88786813,2.891925718,0.0876707,-1.541124488,0,0,0,0,0
TOR,1998,N,13.63526513,3.454042028,-0.766465379,-1.372454701,0,0,0,0,0
UTA,1998,N,13.75922763,3.127421946,-1.107146412,-1.11079211,1,0,1,1,0
VAN,1998,N,13.36576148,3.344583546,-1.068353675,-1.627029062,0,0,0,0,0
WAS,1998,N,14.06844284,2.888392831,-0.742470331,-2.239181658,0,0,0,0,0
ATL,1999,N,1.721444704,0.675086998,1.601024219,1.056884163,0,0,0,0,0
BOS,1999,N,0.094885789,0.448184917,-2.467562584,0.07355734,0,0,0,0,0
CHA,1999,N,0.790643163,0.705884027,0.77155698,2.166100373,1,0,1,0,0
CHI,1999,N,1.784365664,1.809220999,-0.69394503,0.421537183,0,0,0,0,0
CLE,1999,N,-0.467183712,0.628579187,-1.719315413,0.782125809,0,0,0,0,0
DAL,1999,N,0.975914383,0.536632568,1.478124844,0.614826776,0,0,0,0,0
DEN,1999,N,0.039432952,0.644297702,0.26404914,1.516345582,0,0,0,0,0
DET,1999,N,-0.041229368,-0.12482112,-1.470890684,1.477478922,1,0,1,0,0
GSW,1999,N,-0.554803593,0.834400372,-0.491941688,0.676352732,0,0,0,0,0
HOU,1999,N,1.095154846,0.936975625,1.270420429,1.020167201,0,0,0,0,0
IND,1999,N,1.746541536,0.11505336,1.275631311,0.854735818,1,0,1,1,1
LAC,1999,N,1.774200818,0.898465423,0.863577842,0.55293208,0,0,0,0,0
LAL,1999,N,0.640151754,0.52501021,0.3492208,1.674789236,1,1,1,1,1
MIA,1999,N,2.438250916,1.015188772,0.261528594,0.730837249,1,0,1,1,0
MIL,1999,N,0.873679662,0.2259905,-0.543831819,0.850256111,1,0,1,0,0
MIN,1999,N,1.662493505,0.313151092,0.244901704,0.120978316,1,0,1,0,0
NJN,1999,N,0.954354904,0.778637571,0.247384524,0.695925984,0,0,0,0,0
NYK,1999,N,3.135803898,0.593543836,-0.687663001,0.231513286,1,0,1,1,0
ORL,1999,N,-0.333729867,1.302558555,0.099997331,0.995273306,0,0,0,0,0
PHI,1999,N,0.641074633,1.434952237,-0.210616307,1.079202558,1,0,1,1,0
PHO,1999,N,0.701319273,1.343315109,-0.132681572,0.388785094,1,0,1,1,0
POR,1999,N,2.181750836,0.693438725,0.209192645,0.769727247,1,0,1,1,0
SAC,1999,N,-0.398426645,0.89387363,1.848967599,0.693532917,1,0,1,0,0
SAS,1999,N,1.994832587,1.243955248,1.119976476,1.660261129,1,0,1,0,0
SEA,1999,N,1.431073082,0.616367674,1.615105029,0.81693171,1,0,1,0,0
TOR,1999,N,0.825043387,0.675595082,-0.223335742,0.972886737,1,0,1,0,0
UTA,1999,N,1.782204188,0.556097388,-1.236748282,1.002972304,1,0,1,1,0
VAN,1999,N,1.458246026,0.95330601,-0.363103596,0.610196954,0,0,0,0,0
WAS,1999,N,0.543782131,0.562936191,-1.685720898,0.624327036,0,0,0,0,0
ATL,2000,N,1.949922061,1.451505759,-0.195493061,0.396261184,0,0,0,0,0
BOS,2000,N,1.431368115,0.887865569,-1.076869882,0.855406144,0,0,0,0,0
CHA,2000,N,2.35668979,0.980656593,0.436224973,1.26566595,1,0,1,1,0
CHI,2000,N,2.248932779,0.895839199,-0.557457329,0.118471994,0,0,0,0,0
CLE,2000,N,1.436319382,1.290981713,-0.625414999,1.10108346,0,0,0,0,0
DAL,2000,N,1.305115893,0.512466368,-0.0628062,0.864264015,1,0,1,1,0
DEN,2000,N,1.040866248,0.619965803,0.917047019,1.508090972,0,0,0,0,0
DET,2000,N,0.503032737,0.67313989,-0.167709735,1.365326621,0,0,0,0,0
GSW,2000,N,0.513010524,1.427134324,0.969262064,0.895516547,0,0,0,0,0
HOU,2000,N,2.595086206,0.530881825,0.802175055,0.934149261,1,0,0,0,0
IND,2000,N,2.0381518,0.700616144,-0.084695915,1.060245455,0,0,1,0,0
LAC,2000,N,2.26623048,0.83098543,0.62099554,1.054397283,0,0,0,0,0
LAL,2000,N,1.115956093,0.03167224,-0.039905946,1.522467368,1,1,1,1,1
MIA,2000,N,4.000039968,1.241266854,0.228429464,0.411817455,1,0,1,0,0
MIL,2000,N,1.503991248,0.278161995,-0.087223575,0.562891558,1,0,1,1,0
MIN,2000,N,1.722190671,0.490879424,0.552351579,0.086022768,1,0,1,0,0
NJN,2000,N,1.530450884,0.986015116,-1.1873839,1.128090424,0,0,0,0,0
NYK,2000,N,4.247159064,0.963972525,-0.340891147,0.409858766,1,0,1,0,0
ORL,2000,N,0.224669079,0.889796381,-1.51510274,0.491694735,1,0,1,0,0
PHI,2000,N,1.979683626,1.347689565,1.014278061,1.778403153,1,0,1,1,1
PHO,2000,N,1.562788525,1.312309375,-0.250267222,0.276719794,1,0,1,0,0
POR,2000,N,2.745583755,0.873983464,0.583465642,0.565724016,1,0,1,0,0
SAC,2000,N,1.210518673,0.773409787,1.823023317,1.161888072,1,0,1,1,0
SAS,2000,N,2.477941547,1.083689284,1.370674344,2.163794763,1,0,1,1,0
SEA,2000,N,1.765548815,1.079327896,1.039677305,1.333848228,1,0,0,0,0
TOR,2000,N,1.771745005,0.654501827,1.125057487,1.263988566,1,0,1,1,0
UTA,2000,N,1.217779261,0.77313754,-2.542526006,1.128562758,1,0,1,0,0
VAN,2000,N,2.08482209,1.026897416,1.267621839,0.722749102,0,0,0,0,0
WAS,2000,N,1.226448952,0.853451641,-0.838010649,1.364847979,0,0,0,0,0
ATL,2001,N,2.127490841,1.285618595,0.562920248,1.036674849,0,0,0,0,0
BOS,2001,N,1.849797455,1.140136891,-0.038802413,1.101128022,1,0,1,1,0
CHA,2001,N,2.374459733,1.060469054,0.305239324,1.374952871,1,0,1,1,0
CHI,2001,N,2.17229497,0.692927449,0.061811389,0.565006131,0,0,0,0,0
CLE,2001,N,2.092790096,0.619198408,0.486736903,1.482947741,0,0,0,0,0
DAL,2001,N,1.104699271,-0.202103074,0.286890105,1.164707998,1,0,1,1,0
DEN,2001,N,1.721906233,1.276467115,0.123116698,0.711645425,0,0,0,0,0
DET,2001,N,2.85992599,1.200781885,0.947310777,0.963059771,1,0,1,1,0
GSW,2001,N,-0.423456978,0.961780986,0.039640593,1.723242821,0,0,0,0,0
HOU,2001,N,3.272593526,0.89218192,2.271318972,1.045553291,0,0,0,0,0
IND,2001,N,1.214571912,0.721846384,-0.023743067,1.441042837,1,0,1,0,0
LAC,2001,N,2.187283639,0.890212674,1.549245995,1.571818447,0,0,0,0,0
LAL,2001,N,1.476225564,0.293402693,0.398690857,1.223197219,1,1,1,1,1
MEM,2001,N,1.949660685,1.706801218,1.760335226,0.91785656,0,0,0,0,0
MIA,2001,N,3.688250177,1.152149778,-0.127155529,0.186388758,0,0,0,0,0
MIL,2001,N,2.561642818,0.392874146,1.036219754,0.844005359,0,0,0,0,0
MIN,2001,N,2.418987573,0.274603888,1.09650358,1.133143831,1,0,1,0,0
NJN,2001,N,2.020297524,1.508245372,1.070062434,0.874241122,1,0,1,1,1
NYK,2001,N,2.929887247,0.641447518,0.186284283,0.406502246,0,0,0,0,0
ORL,2001,N,1.530572095,0.595807657,1.170469962,0.643737441,1,0,1,0,0
PHI,2001,N,2.59120863,1.412754,0.566473667,1.433580752,1,0,1,0,0
PHO,2001,N,2.1532635,1.340642451,0.985649267,0.237201186,0,0,0,0,0
POR,2001,N,2.68618308,0.916046706,1.371372055,1.026499332,1,0,1,0,0
SAC,2001,N,0.946164897,0.49305896,2.135601665,1.280467501,1,0,1,1,0
SAS,2001,N,2.544212215,1.283032525,1.16871255,1.857974308,1,0,1,1,0
SEA,2001,N,2.816558507,0.866210123,1.338188843,0.401998701,1,0,1,0,0
TOR,2001,N,2.883132031,1.361225697,0.572701191,0.111686184,1,0,1,0,0
UTA,2001,N,0.505708205,1.456590713,-2.290159503,1.970523213,1,0,1,0,0
WAS,2001,N,3.003415629,0.543296786,0.777491367,0.784718396,0,0,0,0,0
ATL,2002,N,1.895880494,1.123108072,0.440202274,1.263342214,0,0,0,0,0
BOS,2002,N,2.582485964,0.913629279,-0.121056318,0.764138043,1,0,1,1,0
CHI,2002,N,0.487113635,0.854690001,-0.633442671,0.715281816,0,0,0,0,0
CLE,2002,N,0.820013633,1.468946614,-0.225680591,1.073686041,0,0,0,0,0
DAL,2002,N,1.961203104,0.371756828,1.154613219,1.042654387,1,0,1,1,0
DEN,2002,N,1.894609963,2.034685877,-1.632585114,0.165946364,0,0,0,0,0
DET,2002,N,3.514108676,0.779783141,0.084477316,0.766867652,1,0,1,1,0
GSW,2002,N,-0.417194953,0.644828892,0.377167666,2.173993683,0,0,0,0,0
HOU,2002,N,2.782504186,1.192180255,0.941969265,1.305404144,1,0,0,0,0
IND,2002,N,1.145148938,1.00846595,-0.119368122,1.739673241,1,0,1,0,0
LAC,2002,N,1.768752575,0.860045892,0.252599496,1.561910323,0,0,0,0,0
LAL,2002,N,1.09898048,0.27272431,0.099519764,1.280191047,1,0,1,1,0
MEM,2002,N,1.298726024,1.036788512,1.746201391,1.169501824,0,0,0,0,0
MIA,2002,N,3.698258952,1.263126599,-0.514575069,0.120276145,0,0,0,0,0
MIL,2002,N,2.256806701,-0.070349057,0.275011989,0.742197748,1,0,1,0,0
MIN,2002,N,2.193767875,0.376023024,1.607349055,1.174836193,1,0,1,0,0
NJN,2002,N,1.931185011,1.181071139,-0.01276292,1.22048736,1,0,1,1,1
NOH,2002,N,2.481801727,1.056055484,0.410726534,0.462464255,1,0,1,0,0
NYK,2002,N,2.807432528,0.061635327,-0.059468175,-0.65832021,0,0,0,0,0
ORL,2002,N,1.416328307,0.460436769,-0.507122398,0.563912536,1,0,1,0,0
PHI,2002,N,1.396483483,1.049554311,-0.737778472,1.219619097,1,0,1,1,0
PHO,2002,N,1.94787672,1.106341016,0.604148966,0.82429528,1,0,1,0,0
POR,2002,N,2.991017804,1.096865161,1.309772469,0.686171428,1,0,1,0,0
SAC,2002,N,1.261892751,0.945266251,1.984648929,0.525806928,1,0,1,1,0
SAS,2002,N,2.401311109,1.436649918,0.794206451,1.41352645,1,1,1,1,1
SEA,2002,N,3.557436194,0.802035779,0.876097658,0.591245626,0,0,0,0,0
TOR,2002,N,2.732786919,0.841810755,0.595432075,0.398882554,0,0,0,0,0
UTA,2002,N,1.448468751,1.198125272,-1.196748219,1.496540494,1,0,1,0,0
WAS,2002,N,3.167546404,0.730438871,0.610663382,1.32065696,0,0,0,0,0
ATL,2003,N,1.908790955,1.121575163,0.111969594,1.102369373,0,0,0,0,0
BOS,2003,N,1.594113585,1.215307191,-0.479186315,1.175625705,0,0,1,0,0
CHI,2003,N,1.600252916,1.241391246,-0.076211523,0.473951803,0,0,0,0,0
CLE,2003,N,1.855579264,1.059695536,0.820215613,1.520491396,0,0,0,0,0
DAL,2003,N,1.253431604,0.327304712,1.753103629,1.452343867,1,0,1,0,0
DEN,2003,N,0.787738388,1.286536591,0.269840476,1.264890711,1,0,1,0,0
DET,2003,N,3.048710621,1.850418527,0.772400228,1.384061717,1,1,1,1,1
GSW,2003,N,2.468205655,0.942379386,0.848565824,1.090347925,0,0,0,0,0
HOU,2003,N,3.579546849,1.423759237,0.15010988,0.820630481,1,0,1,0,0
IND,2003,N,3.118851682,1.595969919,0.210083522,0.909048908,1,0,1,1,0
LAC,2003,N,1.229426819,0.646128657,-0.377369981,1.59533253,0,0,0,0,0
LAL,2003,N,1.547630922,0.221188281,0.346919996,1.354049164,1,0,1,1,1
MEM,2003,N,0.814820076,1.486733364,-0.417876933,1.073267422,1,0,1,0,0
MIA,2003,N,3.417773168,0.989470676,-0.767237348,0.642592493,1,0,1,1,0
MIL,2003,N,1.782420666,0.249833144,0.657802223,1.690634308,0,0,1,0,0
MIN,2003,N,3.28491652,0.520029685,1.264088862,0.653558454,1,0,1,1,0
NJN,2003,N,3.362222599,1.212457862,0.543859788,0.449913118,1,0,1,1,0
NOH,2003,N,2.678428319,1.263728458,0.610235193,0.84148821,0,0,1,0,0
NYK,2003,N,2.66935073,1.033121468,-0.315908993,0.225193648,0,0,1,0,0
ORL,2003,N,2.161400935,0.407054517,0.727697416,1.10711736,0,0,0,0,0
PHI,2003,N,2.982210706,1.501498898,-0.141672996,0.98977367,0,0,0,0,0
PHO,2003,N,2.145126662,1.234269578,0.038619481,0.551302426,0,0,0,0,0
POR,2003,N,3.646795105,1.389959179,2.135737107,0.656105266,0,0,0,0,0
SAC,2003,N,1.566754349,0.464787974,1.564636835,1.111815073,1,0,1,1,0
SAS,2003,N,3.028177107,1.68809348,0.753919852,0.920971192,1,0,1,1,0
SEA,2003,N,2.568763159,0.837124144,0.324299265,0.601286673,0,0,0,0,0
TOR,2003,N,3.913967015,1.235886119,0.376138547,-0.474262114,0,0,0,0,0
UTA,2003,N,2.097101658,1.380056989,-3.127063353,1.175648778,1,0,0,0,0
WAS,2003,N,1.415169273,1.679101662,0.576556964,1.1050731,0,0,0,0,0
ATL,2004,N,1.291817808,0.914793447,-1.546579479,0.425465343,0,0,0,0,0
BOS,2004,N,0.320778524,0.433466584,-1.641426458,1.413185493,1,0,1,0,0
CHI,2004,N,1.277432805,0.939516329,-1.090524416,0.656400706,1,0,1,0,0
CHR,2004,N,1.034238403,0.882823351,-0.800823559,0.830562496,0,0,0,0,0
CLE,2004,N,1.702723076,0.672097812,-0.519492474,1.134396073,1,0,0,0,0
DAL,2004,N,0.98180535,0.601878112,-0.393364618,1.727334079,1,0,1,1,0
DEN,2004,N,0.559185405,0.876779268,-0.779609023,1.715975384,1,0,1,0,0
DET,2004,N,2.866768633,1.02748647,0.767810145,1.521986586,1,0,1,1,1
GSW,2004,N,1.106595642,0.542717429,0.749381102,0.895777501,0,0,0,0,0
HOU,2004,N,2.845804157,0.505687858,-0.277422713,1.023708287,1,0,1,0,0
IND,2004,N,2.663276846,0.68155583,-1.498179193,0.989668484,1,0,1,1,0
LAC,2004,N,1.655345897,0.525954643,-0.500815355,1.704774279,0,0,0,0,0
LAL,2004,N,1.64204967,0.144234688,0.471284024,1.873781381,0,0,0,0,0
MEM,2004,N,2.325242734,1.419419239,-1.29531115,0.954714744,1,0,1,0,0
MIA,2004,N,1.713520565,-0.167776623,-0.448148836,1.738165906,1,0,1,1,0
MIL,2004,N,1.746341838,-0.241409744,-0.22853678,1.310046785,0,0,0,0,0
MIN,2004,N,2.830183962,0.155016775,1.311065551,1.117723504,1,0,0,0,0
NJN,2004,N,2.423764176,0.674619668,-1.68787294,0.731343848,1,0,1,0,0
NOH,2004,N,2.793901139,0.946208708,-0.67521118,0.563070246,0,0,0,0,0
NYK,2004,N,1.88608247,0.287412455,-1.055014856,0.481243045,0,0,0,0,0
ORL,2004,N,0.50750446,0.42676806,-0.953321454,1.309119323,0,0,0,0,0
PHI,2004,N,0.698437684,0.644410312,-1.041115972,1.392203957,1,0,1,0,0
PHO,2004,N,0.90877769,0.150478658,2.608390163,1.699248656,1,0,1,1,0
POR,2004,N,2.227813601,1.395256234,1.217046017,1.154393947,0,0,0,0,0
SAC,2004,N,1.19644861,0.148996576,1.078555222,0.946316862,1,0,1,0,0
SAS,2004,N,2.60867824,1.252076336,-0.053617026,1.054160849,1,1,1,1,1
SEA,2004,N,2.481725636,0.045750195,-1.202778327,1.155912699,1,0,1,1,0
TOR,2004,N,1.675411153,-0.128207585,-0.209357051,0.84668639,0,0,0,0,0
UTA,2004,N,1.280057259,0.390451487,-3.750337904,1.096388616,0,0,0,0,0
WAS,2004,N,0.7707369,0.410336191,-0.351018763,1.86832935,1,0,1,1,0
